2020-06-07,161870.0,3842.0
2020-06-08,164807.0,3859.0
2020-06-09,168068.0,3931.0
2020-06-10,171178.0,4020.0
2020-06-11,175133.0,4084.0
2020-06-12,179249.0,4120.0
2020-06-13,182897.0,4192.0
2020-06-14,185732.0,4216.0
2020-06-15,189070.0,4241.0
2020-06-16,193191.0,4307.0
2020-06-17,197886.0,4363.0
2020-06-18,202188.0,4430.0
2020-06-19,206480.0,4480.0
2020-06-20,211002.0,4546.0
2020-06-21,215549.0,4558.0
2020-06-22,222178.0,4591.0
2020-06-23,229134.0,4656.0
2020-06-24,234751.0,4735.0
2020-06-25,241016.0,4801.0
2020-06-26,247524.0,4850.0
2020-06-27,252594.0,4878.0
2020-06-28,258644.0,4902.0
2020-06-29,266540.0,4930.0
2020-06-30,275389.0,5022.0
2020-07-01,284041.0,5089.0
2020-07-02,293463.0,5169.0
2020-07-03,302358.0,5211.0
2020-07-04,311912.0,5221.0
2020-07-05,319292.0,5258.0
2020-07-06,326799.0,5321.0
2020-07-07,337483.0,5408.0
2020-07-08,346837.0,5519.0
2020-07-09,355132.0,5618.0
2020-07-10,364096.0,5717.0
2020-07-11,373207.0,5787.0
2020-07-12,382027.0,5814.0
2020-07-13,392255.0,5846.0
2020-07-14,403684.0,5952.0
2020-07-15,413630.0,6065.0
2020-07-16,424570.0,6160.0
2020-07-17,435990.0,6245.0
2020-07-18,445314.0,6331.0
2020-07-19,454647.0,6342.0
2020-07-20,465051.0,6355.0
2020-07-21,476369.0,6444.0
2020-07-22,489406.0,6574.0
2020-07-23,501195.0,6699.0
2020-07-24,512546.0,6791.0
2020-07-25,523702.0,6869.0
2020-07-26,530523.0,6887.0
2020-07-27,539772.0,6943.0
2020-07-28,548945.0,7058.0
2020-07-29,561143.0,7172.0
2020-07-30,570534.0,7263.0
2020-07-31,579508.0,7404.0
2020-08-01,587972.0,7509.0
2020-08-02,595194.0,7534.0
2020-08-03,602641.0,7590.0
2020-08-04,608786.0,7733.0
2020-08-05,615144.0,7854.0
2020-08-06,624319.0,7966.0
2020-08-07,632775.0,8079.0
2020-08-08,641515.0,8170.0
2020-08-09,649764.0,8231.0
2020-08-10,661980.0,8277.0
2020-08-11,674479.0,8375.0
2020-08-12,684296.0,8487.0
2020-08-13,693622.0,8622.0
2020-08-14,704438.0,8717.0
2020-08-15,714135.0,8780.0
2020-08-16,721664.0,8790.0
2020-08-17,728961.0,8844.0
2020-08-18,735216.0,8989.0
2020-08-19,742223.0,9092.0
2020-08-20,749861.0,9169.0
2020-08-21,757213.0,9297.0
2020-08-22,763389.0,9432.0
2020-08-23,768627.0,9441.0
2020-08-24,775702.0,9502.0
2020-08-25,782362.0,9592.0
2020-08-26,788394.0,9693.0
2020-08-27,794489.0,9796.0
2020-08-28,800855.0,9874.0
2020-08-29,805626.0,9942.0
2020-08-30,810265.0,9959.0
2020-08-31,816982.0,9989.0
2020-09-01,821647.0,10063.0
2020-09-02,827674.0,10176.0
2020-09-03,833874.0,10271.0
2020-09-04,840017.0,10359.0
2020-09-05,844830.0,10415.0
2020-09-06,848647.0,10425.0
2020-09-07,851365.0,10450.0
2020-09-08,855516.0,10474.0
2020-09-09,859198.0,10596.0
2020-09-10,863803.0,10676.0
2020-09-11,868603.0,10771.0
2020-09-12,872694.0,10831.0
2020-09-13,875903.0,10866.0
2020-09-14,880411.0,10914.0
2020-09-15,883803.0,10992.0
2020-09-16,887888.0,11061.0
2020-09-17,892113.0,11102.0
2020-09-18,897370.0,11162.0
2020-09-19,901562.0,11261.0
2020-09-20,905048.0,11249.0
2020-09-21,910019.0,11274.0
2020-09-22,913633.0,11350.0
2020-09-23,917905.0,11411.0
2020-09-24,922137.0,11463.0
2020-09-25,927210.0,11553.0
2020-09-26,931309.0,11584.0
2020-09-27,934340.0,11597.0
2020-09-28,938387.0,11615.0
2020-09-29,942247.0,11728.0
2020-09-30,946239.0,11794.0
2020-10-01,950337.0,11849.0
2020-10-02,955271.0,11896.0
2020-10-03,959166.0,11929.0
2020-10-04,962933.0,11939.0
2020-10-05,966978.0,11955.0
2020-10-06,970363.0,11997.0
2020-10-07,974878.0,12044.0
2020-10-08,979732.0,12091.0
2020-10-09,984603.0,12143.0
2020-10-10,988450.0,12202.0
